"","subj","setsize","timepoint","meanCDA"
"3668",16,2,668,-0.126778524686307
"3669",16,2,672,0.333706451513912
"3670",16,2,676,0.36078632358156
"3671",16,2,680,0.133636169599018
"3672",16,2,684,-0.0382903849563557
"3673",16,2,688,-0.34186702877796
"3674",16,2,692,-0.610058103034643
"3675",16,2,696,-0.472442428941626
"3676",16,2,700,-0.310874383456083
"3677",16,2,704,-0.445755868767049
"3678",16,2,708,-0.585087166537098
"3679",16,2,712,-0.670212655387343
"3680",16,2,716,-0.86226783360611
"3681",16,2,720,-1.05166354077332
"3682",16,2,724,-1.24230205659438
"3683",16,2,728,-1.49472458353792
"3684",16,2,732,-1.63465238685215
"3685",16,2,736,-1.7122727311784
"3686",16,2,740,-1.81640481942171
"3687",16,2,744,-1.67703139626296
"3688",16,2,748,-1.26752706232951
"3689",16,2,752,-0.873311029459902
"3690",16,2,756,-0.357245482133115
"3691",16,2,760,0.382251240439171
"3692",16,2,764,0.955674511388434
"3693",16,2,768,1.22901455919258
"3694",16,2,772,1.31578047469995
"3695",16,2,776,1.05019743642935
"3696",16,2,780,0.558643318005319
"3697",16,2,784,0.369451303737043
"3698",16,2,788,0.424069861702128
"3699",16,2,792,0.270202932644572
"3700",16,2,796,0.0816666408210584
"3701",16,2,800,0.267260675463721
"3702",16,2,804,0.614283303191489
"3703",16,2,808,0.688041702175396
"3704",16,2,812,0.593802946808511
"3705",16,2,816,0.621836603798418
"3706",16,2,820,0.541915707515003
"3707",16,2,824,-0.0488658314920895
"3708",16,2,828,-0.939550123295145
"3709",16,2,832,-1.61549483762957
"3710",16,2,836,-1.98860537997818
"3711",16,2,840,-2.13960402939171
"3712",16,2,844,-1.97321554057556
"3713",16,2,848,-1.58672833660666
"3714",16,2,852,-1.29757448792962
"3715",16,2,856,-1.17900489920895
"3716",16,2,860,-1.07378960249591
"3717",16,2,864,-0.873803081423895
"3718",16,2,868,-0.607132903505183
"3719",16,2,872,-0.380676620840153
"3720",16,2,876,-0.159663579787234
"3721",16,2,880,0.111953322084697
"3722",16,2,884,0.248226648254228
"3723",16,2,888,0.129421177168576
"3724",16,2,892,-0.00187622422258596
"3725",16,2,896,-0.0418204147572285
"3726",16,4,304,-0.148018468085106
"3727",16,4,308,0.295887058362884
"3728",16,4,312,0.638506156988771
"3729",16,4,316,0.697392564107565
"3730",16,4,320,0.753902069148936
"3731",16,4,324,0.858349977098109
"3732",16,4,328,0.879253068336288
"3733",16,4,332,0.868057507683215
"3734",16,4,336,0.793394924704492
"3735",16,4,340,0.685607712470449
"3736",16,4,344,0.750972664080969
"3737",16,4,348,0.839765567612293
"3738",16,4,352,0.676205355496454
"3739",16,4,356,0.442687643218085
"3740",16,4,360,0.318928838356974
"3741",16,4,364,0.166355489125295
"3742",16,4,368,-0.0198061860963357
"3743",16,4,372,-0.192530093975768
"3744",16,4,376,-0.439359670183215
"3745",16,4,380,-0.713025823433806
"3746",16,4,384,-1.0008984233156
"3747",16,4,388,-1.45546914871454
"3748",16,4,392,-1.91447824106087
"3749",16,4,396,-2.02958132542849
"3750",16,4,400,-1.85770761562057
"3751",16,4,404,-1.56084720789007
"3752",16,4,408,-1.02480102184545
"3753",16,4,412,-0.287990071217494
"3754",16,4,416,0.282270136524823
"3755",16,4,420,0.460879233082151
"3756",16,4,424,0.425356080821513
"3757",16,4,428,0.407185396963653
"3758",16,4,432,0.324062876356383
"3759",16,4,436,0.0520801320330968
"3760",16,4,440,-0.181734581737589
"3761",16,4,444,-0.229634316533688
"3762",16,4,448,-0.332233113253546
"3763",16,4,452,-0.593367221298759
"3764",16,4,456,-0.892214415670065
"3765",16,4,460,-1.16049807934397
"3766",16,4,464,-1.21621434692671
"3767",16,4,468,-1.06534541297281
"3768",16,4,472,-1.21173698315603
"3769",16,4,476,-1.59416191038712
"3770",16,4,480,-1.53989792050827
"3771",16,4,484,-1.29375100842199
"3772",16,4,488,-1.53045606648936
"3773",16,4,492,-1.8129817036052
"3774",16,4,496,-1.61844451684397
"3775",16,4,500,-1.31994343173759
"3776",16,4,504,-1.07348071697695
"3777",16,4,508,-0.76937002876773
"3778",16,4,512,-0.764349839923168
"3779",16,4,516,-0.988439460305851
"3780",16,4,520,-0.853000624623227
"3781",16,4,524,-0.52606668195922
"3782",16,4,528,-0.487730398249113
"3783",16,4,532,-0.523309134345449
"3784",16,4,536,-0.391818015440307
"3785",16,4,540,-0.226587842124705
"3786",16,4,544,-0.0684373592641845
"3787",16,4,548,0.0603920324911349
"3788",16,4,552,0.257307035682624
"3789",16,4,556,0.67085632535461
"3790",16,4,560,0.916606593188534
"3791",16,4,564,0.599402897310875
"3792",16,4,568,0.157179768809102
"3793",16,4,572,-0.0922559654255317
"3794",16,4,576,-0.383841212847222
"3795",16,4,580,-0.667362874113475
"3796",16,4,584,-0.886015727984634
"3797",16,4,588,-1.38135671312057
"3798",16,4,592,-1.91741762027187
"3799",16,4,596,-1.9274869394208
"3800",16,4,600,-1.59516079311466
"3801",16,4,604,-1.3352250626182
"3802",16,4,608,-1.25361555932329
"3803",16,4,612,-1.36865136864657
"3804",16,4,616,-1.28628465469858
"3805",16,4,620,-0.789636188091017
"3806",16,4,624,-0.564736411569149
"3807",16,4,628,-0.705476775487589
"3808",16,4,632,-0.333371356013593
"3809",16,4,636,0.266381802600473
"3810",16,4,640,0.290422751699172
"3811",16,4,644,0.287893698138298
"3812",16,4,648,0.656022522754137
"3813",16,4,652,0.767497941563239
"3814",16,4,656,0.843842878073286
"3815",16,4,660,1.27493933148641
"3816",16,4,664,1.28942669141179
"3817",16,4,668,0.841848425059101
"3818",16,4,672,0.864491991393322
"3819",16,4,676,1.05022749977837
"3820",16,4,680,0.775473809397163
"3821",16,4,684,0.596563502881206
"3822",16,4,688,0.663709690159574
"3823",16,4,692,0.505927103427896
"3824",16,4,696,0.400617397628546
"3825",16,4,700,0.481879835919031
"3826",16,4,704,0.279163890440307
"3827",16,4,708,0.023215021645981
"3828",16,4,712,0.04601960786052
"3829",16,4,716,-0.0575087081264773
"3830",16,4,720,-0.273091849970449
"3831",16,4,724,-0.34935121749409
"3832",16,4,728,-0.673922051640071
"3833",16,4,732,-1.11754636258865
"3834",16,4,736,-0.982260291917849
"3835",16,4,740,-0.625246830156619
"3836",16,4,744,-0.602437495936761
"3837",16,4,748,-0.423236587027187
"3838",16,4,752,0.0528719315159574
"3839",16,4,756,0.21274476739805
"3840",16,4,760,0.118208600325059
"3841",16,4,764,0.153190039524232
"3842",16,4,768,0.127577806885343
"3843",16,4,772,-0.0141796502659575
"3844",16,4,776,0.0405684064716312
"3845",16,4,780,0.319035352393617
"3846",16,4,784,0.657408386377069
"3847",16,4,788,0.957215432476359
"3848",16,4,792,1.10291295376773
"3849",16,4,796,1.14361027984634
"3850",16,4,800,1.21567123684988
"3851",16,4,804,1.27457581131797
"3852",16,4,808,1.17132836894208
"3853",16,4,812,0.840434897783688
"3854",16,4,816,0.39097651588357
"3855",16,4,820,0.122120211879433
"3856",16,4,824,0.0365529550531914
"3857",16,4,828,-0.151287477467494
"3858",16,4,832,-0.324512692302009
"3859",16,4,836,-0.338725829736259
"3860",16,4,840,-0.529200772340426
"3861",16,4,844,-0.772479019230201
"3862",16,4,848,-0.485975011369681
"3863",16,4,852,-0.0929724406028369
"3864",16,4,856,-0.281350878619977
"3865",16,4,860,-0.546146860401891
"3866",16,4,864,-0.42604107284279
"3867",16,4,868,-0.424149944592199
"3868",16,4,872,-0.568355992760047
"3869",16,4,876,-0.388852335401891
"3870",16,4,880,-0.179896079787234
"3871",16,4,884,-0.182904406619385
"3872",16,4,888,0.111197955304374
"3873",16,4,892,0.637812296468676
"3874",16,4,896,0.786201880481678
"3875",16,6,304,-1.35034702547976
"3876",16,6,308,-1.42816207611676
"3877",16,6,312,-1.14539586800516
"3878",16,6,316,-0.920277381712627
