"subj","timepoint","block","setsize","cor","mval"
8,104,4,4,1,-0.259272972972973
8,104,4,6,0,-1.44156636363636
8,104,4,6,1,-0.657745862068965
8,104,5,2,0,-7.5941
8,104,5,2,1,-0.215538421052632
8,104,5,4,0,0.380942857142857
8,104,5,4,1,-0.182220967741935
8,104,5,6,0,-0.0705
8,104,5,6,1,-0.513726068965517
8,108,1,2,0,7.3953
8,108,1,2,1,-2.6119705
8,108,1,4,0,-1.42043333333333
8,108,1,4,1,-2.08390837837838
8,108,1,6,0,-4.60340666666667
8,108,1,6,1,-2.83884791666667
8,108,2,2,0,6.2336
8,108,2,2,1,-2.03045241025641
8,108,2,4,0,1.3984675
8,108,2,4,1,-0.196075142857143
8,108,2,6,0,-3.47973083333333
8,108,2,6,1,-1.9413648
8,108,3,2,1,0.0625764705882354
8,108,3,4,0,0.74609
8,108,3,4,1,-1.76250257142857
8,108,3,6,0,1.08869222222222
8,108,3,6,1,-1.50084285714286
8,108,4,2,0,-7.8956
8,108,4,2,1,-0.04733525
8,108,4,4,0,-3.89881
8,108,4,4,1,0.484965945945946
8,108,4,6,0,-1.39958681818182
8,108,4,6,1,0.374289896551724
8,108,5,2,0,-6.2969
8,108,5,2,1,0.120427631578947
8,108,5,4,0,0.109711428571429
8,108,5,4,1,0.402081387096774
8,108,5,6,0,1.73520583333333
8,108,5,6,1,-0.183057
8,112,1,2,0,2.7667
8,112,1,2,1,-2.314918575
8,112,1,4,0,-1.412
8,112,1,4,1,-1.60530189189189
8,112,1,6,0,-3.92790466666667
8,112,1,6,1,-2.73747154166667
8,112,2,2,0,0.69216
8,112,2,2,1,-1.47424717948718
8,112,2,4,0,3.204995
8,112,2,4,1,0.164831428571429
8,112,2,6,0,-2.22206666666667
8,112,2,6,1,-1.8966904
8,112,3,2,1,0.576917058823529
8,112,3,4,0,-0.818201142857143
8,112,3,4,1,-1.22237839285714
8,112,3,6,0,0.730874444444444
8,112,3,6,1,0.26729
8,112,4,2,0,-8.3012
8,112,4,2,1,-0.0393144875
8,112,4,4,0,-3.37995
8,112,4,4,1,1.03721021621622
8,112,4,6,0,-1.37345181818182
8,112,4,6,1,1.17970517241379
8,112,5,2,0,-6.5324
8,112,5,2,1,0.730644210526316
8,112,5,4,0,0.684242857142857
8,112,5,4,1,0.784510967741936
8,112,5,6,0,1.84549166666667
8,112,5,6,1,1.43945689655172
8,116,1,2,0,3.8134
8,116,1,2,1,-1.32299575
8,116,1,4,0,-1.58883333333333
8,116,1,4,1,-1.29861054054054
8,116,1,6,0,-3.27090266666667
8,116,1,6,1,-2.38160929166667
8,116,2,2,0,-2.3459
8,116,2,2,1,-0.897236564102564
8,116,2,4,0,5.51435
8,116,2,4,1,0.763267142857143
8,116,2,6,0,-1.29385991666667
8,116,2,6,1,-2.1201332
8,116,3,2,1,0.0104882352941176
8,116,3,4,0,-1.94914571428571
8,116,3,4,1,-0.35911
8,116,3,6,0,1.86863
8,116,3,6,1,0.875114285714286
8,116,4,2,0,-7.8003
8,116,4,2,1,0.3747875
8,116,4,4,0,-2.45110333333333
8,116,4,4,1,1.25775540540541
8,116,4,6,0,-0.513507272727273
8,116,4,6,1,0.946762413793103
8,116,5,2,0,-7.9465
8,116,5,2,1,1.29351368421053
8,116,5,4,0,1.15835714285714
8,116,5,4,1,0.391079032258065
8,116,5,6,0,0.699913333333333
8,116,5,6,1,2.36410862068966
8,120,1,2,0,7.1584
8,120,1,2,1,-0.7541635
8,120,1,4,0,-2.51125666666667
8,120,1,4,1,-0.959014027027027
8,120,1,6,0,-2.74251333333333
8,120,1,6,1,-1.54174791666667
8,120,2,2,0,2.173
8,120,2,2,1,-0.928342435897436
8,120,2,4,0,5.6406
8,120,2,4,1,1.68326074285714
8,120,2,6,0,-0.999236666666667
8,120,2,6,1,-2.2496088
8,120,3,2,1,-0.560641176470588
8,120,3,4,0,-1.52126571428571
8,120,3,4,1,0.2159125
8,120,3,6,0,2.55061444444444
8,120,3,6,1,0.762281428571429
8,120,4,2,0,-6.3339
8,120,4,2,1,0.536057975
8,120,4,4,0,-1.43804666666667
8,120,4,4,1,1.5366027027027
8,120,4,6,0,-0.19873
8,120,4,6,1,1.03538393103448
8,120,5,2,0,-6.1043
8,120,5,2,1,1.19928368421053
8,120,5,4,0,1.77401428571429
8,120,5,4,1,0.195430419354839
8,120,5,6,0,0.85295
8,120,5,6,1,1.27731655172414
8,124,1,2,0,7.0473
8,124,1,2,1,-0.768824
8,124,1,4,0,-5.2857
8,124,1,4,1,-0.638692162162162
8,124,1,6,0,-2.27274
8,124,1,6,1,-1.2890725
8,124,2,2,0,3.283
8,124,2,2,1,-1.13268230769231
8,124,2,4,0,3.0621
8,124,2,4,1,2.10130914285714
8,124,2,6,0,-0.817871666666667
8,124,2,6,1,-2.2835572
8,124,3,2,1,-0.330205588235294
8,124,3,4,0,-0.579405714285714
8,124,3,4,1,0.3944875
8,124,3,6,0,2.2567
8,124,3,6,1,0.803782857142857
8,124,4,2,0,-5.9033
8,124,4,2,1,-0.0594555
8,124,4,4,0,-0.56202
8,124,4,4,1,1.80638702702703
8,124,4,6,0,-0.221318181818182
8,124,4,6,1,1.42093034482759
8,124,5,2,0,-1.9566
8,124,5,2,1,0.704058657894737
8,124,5,4,0,1.70055428571429
8,124,5,4,1,0.550748387096774
8,124,5,6,0,1.60281030833333
8,124,5,6,1,0.375601034482759
8,128,1,2,0,7.4529
8,128,1,2,1,-0.740783075
8,128,1,4,0,-8.0804
8,128,1,4,1,-0.428882286486487
8,128,1,6,0,-2.65088533333333
8,128,1,6,1,-1.83575416666667
8,128,2,2,0,1.1419
8,128,2,2,1,-1.10312461538462
8,128,2,4,0,1.1432
8,128,2,4,1,1.70769257142857
8,128,2,6,0,-1.31963916666667
8,128,2,6,1,-1.95299208
8,128,3,2,1,-0.238718352941177
8,128,3,4,0,-0.161898571428571
8,128,3,4,1,0.329456071428571
8,128,3,6,0,1.95190777777778
8,128,3,6,1,0.647379047619048
8,128,4,2,0,-4.9195
8,128,4,2,1,-0.32406315
8,128,4,4,0,-0.769466666666667
8,128,4,4,1,1.47425108108108
8,128,4,6,0,0.422102727272727
8,128,4,6,1,0.947753103448276
8,128,5,2,0,-1.4306
8,128,5,2,1,0.384642368421053
8,128,5,4,0,0.718542857142857
8,128,5,4,1,0.952186129032258
8,128,5,6,0,0.957234166666667
8,128,5,6,1,0.527857862068966
8,132,1,2,0,8.4481
8,132,1,2,1,-0.98943505
8,132,1,4,0,-7.3586
8,132,1,4,1,-0.785672432432432
8,132,1,6,0,-2.83627533333333
8,132,1,6,1,-2.32321041666667
8,132,2,2,0,2.389
8,132,2,2,1,-1.0053651025641
8,132,2,4,0,2.030175
8,132,2,4,1,1.19137371428571
8,132,2,6,0,-1.83595833333333
8,132,2,6,1,-1.6125336
8,132,3,2,1,-0.446322647058824
8,132,3,4,0,0.00105714285714271
8,132,3,4,1,-0.114816428571429
8,132,3,6,0,1.49997777777778
8,132,3,6,1,0.15537380952381
8,132,4,2,0,-2.3155
8,132,4,2,1,0.0573917500000001
8,132,4,4,0,-1.55846666666667
8,132,4,4,1,0.876178918918919
8,132,4,6,0,0.607421818181818
8,132,4,6,1,0.332912413793103
8,132,5,2,0,-5.3532
8,132,5,2,1,0.459203684210526
8,132,5,4,0,-0.137508571428572
8,132,5,4,1,1.12170193548387
8,132,5,6,0,0.481353333333333
8,132,5,6,1,0.310504689655172
8,136,1,2,0,6.8095
8,136,1,2,1,-1.62057525
8,136,1,4,0,-3.98326666666667
8,136,1,4,1,-1.53191864864865
8,136,1,6,0,-2.07069266666667
8,136,1,6,1,-2.630702
8,136,2,2,0,2.5365
8,136,2,2,1,-0.975041025641026
8,136,2,4,0,2.2289395
8,136,2,4,1,0.768862294285714
8,136,2,6,0,-1.25821583333333
8,136,2,6,1,-2.3125476
8,136,3,2,1,-0.143174411764706
8,136,3,4,0,-0.35219
8,136,3,4,1,-0.668915357142857
8,136,3,6,0,0.819603333333333
8,136,3,6,1,-0.262486666666667
8,136,4,2,0,-0.95663
8,136,4,2,1,-0.086324375
8,136,4,4,0,-1.54559666666667
8,136,4,4,1,0.393713
8,136,4,6,0,-0.143676363636364
8,136,4,6,1,0.169440172413793
8,136,5,2,0,-6.5821
8,136,5,2,1,0.843531052631579
8,136,5,4,0,-0.13276
8,136,5,4,1,1.08342141935484
8,136,5,6,0,0.429497333333333
8,136,5,6,1,-0.24112275862069
8,140,1,2,0,5.6501
8,140,1,2,1,-1.8885475
8,140,1,4,0,-2.69163333333333
8,140,1,4,1,-1.73871994594595
8,140,1,6,0,-2.65521626666667
8,140,1,6,1,-2.57571875
8,140,2,2,0,1.1215
8,140,2,2,1,-0.632453923076923
8,140,2,4,0,0.903825
8,140,2,4,1,0.285476571428571
8,140,2,6,0,-0.935559166666667
8,140,2,6,1,-3.23464784
8,140,3,2,1,-0.0606032352941177
8,140,3,4,0,-1.31374571428571
8,140,3,4,1,-1.08411392857143
8,140,3,6,0,0.460754444444444
8,140,3,6,1,-0.577625714285714
8,140,4,2,0,-2.8887
8,140,4,2,1,-0.718902
8,140,4,4,0,-0.853143333333333
8,140,4,4,1,-0.0517255135135135
8,140,4,6,0,-0.66077
8,140,4,6,1,-0.382398620689655
8,140,5,2,0,-6.6776
8,140,5,2,1,1.01809892105263
8,140,5,4,0,-0.0664914285714285
8,140,5,4,1,0.687033548387097
8,140,5,6,0,0.056245
8,140,5,6,1,-0.610293724137931
8,144,1,2,0,5.4561
8,144,1,2,1,-1.8228345
8,144,1,4,0,-3.655
8,144,1,4,1,-1.71990066486486
8,144,1,6,0,-5.02562
8,144,1,6,1,-2.02054333333333
8,144,2,2,0,2.6926
8,144,2,2,1,-0.418094871794872
8,144,2,4,0,1.3641
8,144,2,4,1,-0.0996185714285714
8,144,2,6,0,-1.78652166666667
8,144,2,6,1,-2.9126088
8,144,3,2,1,-0.834786176470588
8,144,3,4,0,-2.28684428571429
8,144,3,4,1,-1.21167203571429
8,144,3,6,0,-0.0242711111111111
8,144,3,6,1,-0.776490476190476
8,144,4,2,0,-4.6353
8,144,4,2,1,-0.952894
8,144,4,4,0,-1.2963
8,144,4,4,1,-0.486761891891892
8,144,4,6,0,-0.956404545454545
8,144,4,6,1,-1.06971310344828
8,144,5,2,0,-9.4274
8,144,5,2,1,0.320651052631579
8,144,5,4,0,0.113415957142857
8,144,5,4,1,0.329257419354839
8,144,5,6,0,-0.5809225
8,144,5,6,1,-0.91183275862069
8,148,1,2,0,3.4365
8,148,1,2,1,-2.028546
8,148,1,4,0,-3.87146666666667
8,148,1,4,1,-2.57348193783784
8,148,1,6,0,-5.93505266666667
8,148,1,6,1,-2.33846458333333
8,148,2,2,0,2.7236
8,148,2,2,1,-0.999020487179487
8,148,2,4,0,3.340755
8,148,2,4,1,-0.600273285714286
8,148,2,6,0,-2.50849416666667
8,148,2,6,1,-2.7316332
8,148,3,2,1,-1.39886154411765
8,148,3,4,0,-2.46581428571429
8,148,3,4,1,-1.39806092857143
8,148,3,6,0,-1.02584444444444
8,148,3,6,1,-1.03774333333333
8,148,4,2,0,-3.6014
8,148,4,2,1,-1.1778955
8,148,4,4,0,-2.63791
8,148,4,4,1,-0.769871081081081
8,148,4,6,0,-1.43249090909091
8,148,4,6,1,-0.995345172413793
8,148,5,2,0,-10.1407
8,148,5,2,1,-0.463595157894737
8,148,5,4,0,0.917011428571428
8,148,5,4,1,0.549281451612903
8,148,5,6,0,-1.0668925
8,148,5,6,1,-1.10506310344828
8,152,1,2,0,2.5013
8,152,1,2,1,-2.54683995
8,152,1,4,0,-3.06214666666667
8,152,1,4,1,-3.60004135135135
8,152,1,6,0,-5.29815066666667
8,152,1,6,1,-4.21745708333333
8,152,2,2,0,0.27421
8,152,2,2,1,-1.80809948717949
8,152,2,4,0,3.35445
8,152,2,4,1,-1.51322942857143
8,152,2,6,0,-2.70858333333333
8,152,2,6,1,-4.5886216
8,152,3,2,1,-1.75780441176471
8,152,3,4,0,-2.43945314285714
8,152,3,4,1,-2.21529057142857
8,152,3,6,0,-1.44655555555556
8,152,3,6,1,-1.88828714285714
8,152,4,2,0,-2.455
8,152,4,2,1,-1.75689225
8,152,4,4,0,-2.70657
8,152,4,4,1,-0.887682162162162
8,152,4,6,0,-1.13832818181818
8,152,4,6,1,-1.24316724137931
8,152,5,2,0,-7.5775
8,152,5,2,1,-0.805772368421053
8,152,5,4,0,0.843169714285714
8,152,5,4,1,0.497333096774194
8,152,5,6,0,-1.87998666666667
8,152,5,6,1,-1.16449289655172
8,156,1,2,0,3.81
8,156,1,2,1,-3.589113
8,156,1,4,0,-2.75903333333333
8,156,1,4,1,-3.99659394594595
8,156,1,6,0,-5.999764
8,156,1,6,1,-5.85862541666667
8,156,2,2,0,2.9598
8,156,2,2,1,-1.95332974358974
8,156,2,4,0,2.58208
8,156,2,4,1,-2.37271142857143
8,156,2,6,0,-3.42513416666667
8,156,2,6,1,-6.74761796
8,156,3,2,1,-2.64477
8,156,3,4,0,-2.91065428571429
8,156,3,4,1,-3.37160285714286
8,156,3,6,0,-1.67357666666667
8,156,3,6,1,-2.70930904761905
8,156,4,2,0,-3.4278
8,156,4,2,1,-2.39041475
8,156,4,4,0,-1.86396333333333
8,156,4,4,1,-1.02974243243243
8,156,4,6,0,-0.9658
8,156,4,6,1,-2.35659206896552
8,156,5,2,0,-8.6671
8,156,5,2,1,-1.07246323684211
8,156,5,4,0,-0.160855714285714
8,156,5,4,1,-0.470983774193548
8,156,5,6,0,-2.05109416666667
8,156,5,6,1,-1.53705206896552
8,160,1,2,0,2.5023
8,160,1,2,1,-5.0136935
8,160,1,4,0,-3.64056666666667
8,160,1,4,1,-4.68251459459459
8,160,1,6,0,-7.51823133333333
8,160,1,6,1,-6.44304083333333
8,160,2,2,0,4.477
8,160,2,2,1,-2.00456769230769
8,160,2,4,0,2.66732
8,160,2,4,1,-2.91205794285714
8,160,2,6,0,-4.76439166666667
8,160,2,6,1,-7.05359
8,160,3,2,1,-3.10385764705882
8,160,3,4,0,-3.82322857142857
8,160,3,4,1,-3.81730285714286
8,160,3,6,0,-2.18523888888889
8,160,3,6,1,-2.73030047619048
8,160,4,2,0,-5.5459
8,160,4,2,1,-2.9260443
8,160,4,4,0,-1.67121
8,160,4,4,1,-1.49828864864865
8,160,4,6,0,-2.48782727272727
8,160,4,6,1,-2.96761586206897
8,160,5,2,0,-11.9753
8,160,5,2,1,-2.02446794736842
8,160,5,4,0,-0.970558571428571
8,160,5,4,1,-1.80592303225806
8,160,5,6,0,-1.75206583333333
8,160,5,6,1,-1.63827988551724
8,164,1,2,0,0.90187
8,164,1,2,1,-5.579836075
8,164,1,4,0,-6.69163333333333
8,164,1,4,1,-5.73862513513513
8,164,1,6,0,-7.988752
8,164,1,6,1,-6.90536516666667
8,164,2,2,0,-1.8928
8,164,2,2,1,-2.83382605128205
8,164,2,4,0,1.79349
8,164,2,4,1,-3.21196402857143
8,164,2,6,0,-5.82012083333333
8,164,2,6,1,-6.8039908
8,164,3,2,1,-2.67165705882353
8,164,3,4,0,-5.18931571428571
8,164,3,4,1,-3.67566678571429
8,164,3,6,0,-2.18616444444444
8,164,3,6,1,-2.71780528571429
8,164,4,2,0,-6.263
8,164,4,2,1,-3.534860275
8,164,4,4,0,-1.912137
8,164,4,4,1,-2.13239421621622
8,164,4,6,0,-3.94152727272727
8,164,4,6,1,-2.68226620689655
8,164,5,2,0,-11.2087
8,164,5,2,1,-3.14068936842105
8,164,5,4,0,-1.02086857142857
8,164,5,4,1,-2.3677625483871
8,164,5,6,0,-2.20492583333333
8,164,5,6,1,-1.55537931034483
8,168,1,2,0,4.2128
8,168,1,2,1,-5.09124125
8,168,1,4,0,-10.1932666666667
8,168,1,4,1,-5.82606354054054
8,168,1,6,0,-8.00406666666667
8,168,1,6,1,-7.00331583333333
8,168,2,2,0,-3.7604
8,168,2,2,1,-3.72496641025641
8,168,2,4,0,-0.0413325
8,168,2,4,1,-3.08246925714286
8,168,2,6,0,-5.74980833333333
8,168,2,6,1,-7.3879244
8,168,3,2,1,-2.57589117647059
8,168,3,4,0,-6.36617142857143
8,168,3,4,1,-3.63078428571429
8,168,3,6,0,-1.8451
8,168,3,6,1,-3.44699285714286
8,168,4,2,0,-5.3033
8,168,4,2,1,-3.528948
8,168,4,4,0,-0.728166666666667
8,168,4,4,1,-2.25606108108108
8,168,4,6,0,-3.55309909090909
8,168,4,6,1,-2.6708275862069
8,168,5,2,0,-10.8004
8,168,5,2,1,-3.84683310526316
8,168,5,4,0,-1.91195714285714
8,168,5,4,1,-2.30111788064516
8,168,5,6,0,-2.64284083333333
8,168,5,6,1,-1.68199310344828
8,172,1,2,0,7.2089
8,172,1,2,1,-4.88231075
8,172,1,4,0,-10.6730333333333
8,172,1,4,1,-5.12339997297297
8,172,1,6,0,-7.83902
8,172,1,6,1,-6.23341416666667
8,172,2,2,0,1.9769
8,172,2,2,1,-3.76853692307692
8,172,2,4,0,-0.3786675
8,172,2,4,1,-2.98332457142857
8,172,2,6,0,-4.81998165
8,172,2,6,1,-7.552952
8,172,3,2,1,-2.64634705882353
8,172,3,4,0,-6.20091428571429
8,172,3,4,1,-3.69003607142857
8,172,3,6,0,-2.50571666666667
8,172,3,6,1,-4.04354285714286
8,172,4,2,0,-6.0056
8,172,4,2,1,-3.317473825
8,172,4,4,0,0.729533333333333
8,172,4,4,1,-2.07200921621622
8,172,4,6,0,-3.14802272727273
8,172,4,6,1,-2.95015310344828
8,172,5,2,0,-12.5833
8,172,5,2,1,-4.02312
8,172,5,4,0,-2.64175285714286
8,172,5,4,1,-2.2674525483871
8,172,5,6,0,-2.59145333333333
8,172,5,6,1,-1.59128044827586
8,176,1,2,0,4.9165
8,176,1,2,1,-5.1086095
8,176,1,4,0,-9.30646666666667
8,176,1,4,1,-4.44777305405405
8,176,1,6,0,-7.18921933333333
8,176,1,6,1,-5.85833291666667
8,176,2,2,0,0.9184
8,176,2,2,1,-3.36996743589744
8,176,2,4,0,0.3717755
8,176,2,4,1,-3.80273657142857
8,176,2,6,0,-4.58266666666667
8,176,2,6,1,-6.862958
8,176,3,2,1,-2.06558029411765
8,176,3,4,0,-5.083
8,176,3,4,1,-3.80943071428571
8,176,3,6,0,-2.84487333333333
8,176,3,6,1,-3.85517680952381
8,176,4,2,0,-10.2523
8,176,4,2,1,-3.7435895
8,176,4,4,0,0.402403
8,176,4,4,1,-2.27780118378378
8,176,4,6,0,-3.79015636363636
8,176,4,6,1,-2.97713655172414
8,176,5,2,0,-11.6203
8,176,5,2,1,-4.20148868421053
8,176,5,4,0,-2.50674285714286
8,176,5,4,1,-2.63241290322581
8,176,5,6,0,-2.44040666666667
8,176,5,6,1,-1.05707034482759
8,180,1,2,0,1.6492
8,180,1,2,1,-5.25139675
8,180,1,4,0,-9.2664
8,180,1,4,1,-3.71154162162162
8,180,1,6,0,-7.39980733333333
8,180,1,6,1,-6.40522083333333
8,180,2,2,0,-2.8449
8,180,2,2,1,-3.21233169230769
8,180,2,4,0,0.2601225
8,180,2,4,1,-4.72745222857143
8,180,2,6,0,-4.83939333333333
8,180,2,6,1,-6.6527972
8,180,3,2,1,-2.31585470588235
8,180,3,4,0,-4.80671428571429
8,180,3,4,1,-4.29150285714286
8,180,3,6,0,-2.14009777777778
8,180,3,6,1,-3.3695880952381
8,180,4,2,0,-14.336
8,180,4,2,1,-4.340004415
8,180,4,4,0,-1.82
8,180,4,4,1,-2.53784621621622
8,180,4,6,0,-3.80726454545455
8,180,4,6,1,-2.79961082758621
8,180,5,2,0,-9.6429
8,180,5,2,1,-4.42687026315789
8,180,5,4,0,-1.79618571428571
8,180,5,4,1,-3.04818709677419
8,180,5,6,0,-1.95518166666667
8,180,5,6,1,-0.819774482758621
8,184,1,2,0,0.29976
8,184,1,2,1,-5.743620775
8,184,1,4,0,-9.0263
8,184,1,4,1,-3.32355945945946
8,184,1,6,0,-8.28126666666667
8,184,1,6,1,-6.59459416666667
8,184,2,2,0,2.0189
8,184,2,2,1,-3.32204794871795
8,184,2,4,0,-0.170025
8,184,2,4,1,-4.38921142857143
8,184,2,6,0,-3.72334333333333
8,184,2,6,1,-6.993288
8,184,3,2,1,-3.67720735294118
8,184,3,4,0,-4.98164428571429
8,184,3,4,1,-4.61844432142857
8,184,3,6,0,-1.76608366666667
8,184,3,6,1,-2.80307285714286
8,184,4,2,0,-14.7822
8,184,4,2,1,-3.9940455
8,184,4,4,0,-3.32906666666667
8,184,4,4,1,-2.09353702702703
8,184,4,6,0,-2.92855518181818
8,184,4,6,1,-2.48231006896552
8,184,5,2,0,-9.5547
8,184,5,2,1,-4.47689
8,184,5,4,0,-1.72102337142857
8,184,5,4,1,-2.79068290322581
8,184,5,6,0,-0.615615833333333
8,184,5,6,1,-0.748707586206896
8,188,1,2,0,-0.82044
8,188,1,2,1,-6.20110875
8,188,1,4,0,-6.56683333333333
8,188,1,4,1,-3.58576054054054
8,188,1,6,0,-8.20631266666667
8,188,1,6,1,-6.31694166666667
8,188,2,2,0,4.7592
8,188,2,2,1,-3.79963420512821
8,188,2,4,0,-0.142005
8,188,2,4,1,-3.65715082857143
8,188,2,6,0,-2.03088916666667
8,188,2,6,1,-6.8690088
8,188,3,2,1,-4.06025411764706
8,188,3,4,0,-4.42868571428571
8,188,3,4,1,-3.81115142857143
8,188,3,6,0,-1.55522
8,188,3,6,1,-1.96105428571429
8,188,4,2,0,-13.6429
8,188,4,2,1,-3.584662435
8,188,4,4,0,-2.73646666666667
8,188,4,4,1,-1.56948578378378
8,188,4,6,0,-1.93272818181818
8,188,4,6,1,-2.17737310344828
8,188,5,2,0,-7.1428
8,188,5,2,1,-4.28639078947368
8,188,5,4,0,-1.55276014285714
8,188,5,4,1,-1.6204164516129
8,188,5,6,0,0.128765
8,188,5,6,1,-0.452722068965517
8,192,1,2,0,-0.26903
8,192,1,2,1,-5.602865
8,192,1,4,0,-4.01426666666667
8,192,1,4,1,-3.30817108108108
8,192,1,6,0,-8.04341333333333
8,192,1,6,1,-6.60802083333333
8,192,2,2,0,-0.49446
8,192,2,2,1,-4.3383441025641
8,192,2,4,0,0.4467575
8,192,2,4,1,-3.81606865714286
8,192,2,6,0,-1.57172916666667
8,192,2,6,1,-6.6677068
8,192,3,2,1,-3.15588964705882
8,192,3,4,0,-3.84057
8,192,3,4,1,-2.36106785714286
8,192,3,6,0,-0.754472222222222
8,192,3,6,1,-1.36640904761905
8,192,4,2,0,-11.8931
8,192,4,2,1,-3.7698375
8,192,4,4,0,-1.85202333333333
8,192,4,4,1,-1.42400116216216
8,192,4,6,0,-1.198288
8,192,4,6,1,-2.15324724137931
8,192,5,2,0,-4.6822
8,192,5,2,1,-4.22478921052632
8,192,5,4,0,-0.916522714285714
8,192,5,4,1,-0.635180032258065
8,192,5,6,0,0.243208333333333
8,192,5,6,1,-0.798779275862069
8,196,1,2,0,3.139
8,196,1,2,1,-4.95949025
8,196,1,4,0,-3.45796666666667
8,196,1,4,1,-2.71323575675676
8,196,1,6,0,-8.41553
8,196,1,6,1,-7.08665
8,196,2,2,0,-1.8222
8,196,2,2,1,-4.22187468692308
8,196,2,4,0,1.260775
8,196,2,4,1,-4.044288
8,196,2,6,0,-1.74568333333333
8,196,2,6,1,-6.8935248
8,196,3,2,1,-2.71528647058824
8,196,3,4,0,-4.20682285714286
8,196,3,4,1,-1.96574608571429
8,196,3,6,0,-0.72332
8,196,3,6,1,-1.4220580952381
8,196,4,2,0,-9.8992
8,196,4,2,1,-3.85773975
8,196,4,4,0,-2.5707
8,196,4,4,1,-1.08682408108108
8,196,4,6,0,-0.909174545454545
8,196,4,6,1,-2.04301172413793
8,196,5,2,0,-5.9894
8,196,5,2,1,-4.46173638157895
8,196,5,4,0,-0.276474285714286
8,196,5,4,1,-0.668847741935484
8,196,5,6,0,1.04822
8,196,5,6,1,-1.12656718275862
8,200,1,2,0,6.5924
8,200,1,2,1,-5.4177105
8,200,1,4,0,-5.3446
8,200,1,4,1,-3.33029216216216
8,200,1,6,0,-7.34919866666667
8,200,1,6,1,-6.6726075
8,200,2,2,0,0.88235
8,200,2,2,1,-3.96087282051282
8,200,2,4,0,1.19619
8,200,2,4,1,-3.43965828571429
8,200,2,6,0,-1.97342833333333
8,200,2,6,1,-6.955736
8,200,3,2,1,-2.6072375
8,200,3,4,0,-4.50874314285714
8,200,3,4,1,-2.82482857142857
8,200,3,6,0,-1.31115888888889
8,200,3,6,1,-1.87430142857143
8,200,4,2,0,-7.056
8,200,4,2,1,-3.3210415
8,200,4,4,0,-3.7748
8,200,4,4,1,-0.580257567567568
8,200,4,6,0,-0.997035454545455
8,200,4,6,1,-1.79365689655172
8,200,5,2,0,-5.9669
8,200,5,2,1,-4.60057815789474
8,200,5,4,0,-0.524507142857143
8,200,5,4,1,-1.07037
8,200,5,6,0,2.01724416666667
8,200,5,6,1,-0.722089310344828
8,204,1,2,0,7.6152
8,204,1,2,1,-5.947547
8,204,1,4,0,-8.93574333333333
8,204,1,4,1,-4.06792243243243
8,204,1,6,0,-5.73987493333333
8,204,1,6,1,-5.73004583333333
8,204,2,2,0,-0.74814
8,204,2,2,1,-4.29049512820513
8,204,2,4,0,-0.19005
8,204,2,4,1,-2.77559885714286
8,204,2,6,0,-2.71703166666667
8,204,2,6,1,-6.5739062
8,204,3,2,1,-2.31880176470588
8,204,3,4,0,-4.12921857142857
8,204,3,4,1,-3.28186035714286
8,204,3,6,0,-0.806134444444444
8,204,3,6,1,-1.86472142857143
8,204,4,2,0,-4.1605
8,204,4,2,1,-2.9353923
8,204,4,4,0,-3.43303333333333
8,204,4,4,1,-0.478305054054054
8,204,4,6,0,-0.650738181818182
8,204,4,6,1,-2.06190034482759
8,204,5,2,0,-3.7194
8,204,5,2,1,-4.4164
8,204,5,4,0,-1.3883
8,204,5,4,1,-1.00763516129032
8,204,5,6,0,1.672535
8,204,5,6,1,-0.373911034482759
8,208,1,2,0,6.6757
8,208,1,2,1,-5.93671875
8,208,1,4,0,-10.89746
8,208,1,4,1,-3.29062108108108
8,208,1,6,0,-6.09542
8,208,1,6,1,-5.04898791666667
8,208,2,2,0,-1.3854
8,208,2,2,1,-4.53072307692308
8,208,2,4,0,-1.01431875
8,208,2,4,1,-2.60075628571429
8,208,2,6,0,-2.9712125
8,208,2,6,1,-6.274546
8,208,3,2,1,-2.30585411764706
8,208,3,4,0,-4.22230857142857
8,208,3,4,1,-2.93569896428571
8,208,3,6,0,-0.193065555555556
8,208,3,6,1,-1.23001904761905
8,208,4,2,0,-3.0278
8,208,4,2,1,-3.08596475
8,208,4,4,0,-2.8659
8,208,4,4,1,-0.372189540540541
8,208,4,6,0,-0.441651818181818
8,208,4,6,1,-2.30997137931034
8,208,5,2,0,-5.6479
8,208,5,2,1,-4.06238473684211
8,208,5,4,0,-2.21092142857143
8,208,5,4,1,-0.736788387096774
8,208,5,6,0,0.989161666666667
8,208,5,6,1,-0.696244103448276
8,212,1,2,0,5.5533
8,212,1,2,1,-6.0101045
8,212,1,4,0,-8.95766666666667
8,212,1,4,1,-2.30370083783784
8,212,1,6,0,-6.68501666666667
8,212,1,6,1,-4.59005416666667
8,212,2,2,0,-0.053044
8,212,2,2,1,-4.35434564102564
8,212,2,4,0,-0.58328
8,212,2,4,1,-2.54651714285714
8,212,2,6,0,-2.68937916666667
8,212,2,6,1,-6.06991
8,212,3,2,1,-2.58098258823529
8,212,3,4,0,-4.82829428571429
8,212,3,4,1,-2.76541307142857
8,212,3,6,0,-1.00100555555556
8,212,3,6,1,-0.821734761904762
8,212,4,2,0,-6.372
8,212,4,2,1,-3.00813815
8,212,4,4,0,-3.0753
8,212,4,4,1,0.0968588918918919
8,212,4,6,0,-0.129283636363636
8,212,4,6,1,-1.74536951724138
