"subj","timepoint","block","setsize","cor","mval"
4,28,4,2,0,-6.006905
4,28,4,2,1,-1.64675057142857
4,28,4,4,0,0.0296785294117647
4,28,4,4,1,-1.86927888888889
4,28,4,6,0,-0.459254
4,28,4,6,1,1.92338769230769
4,28,5,2,0,2.0096375
4,28,5,2,1,-0.393763636363636
4,28,5,4,0,0.2987
4,28,5,4,1,0.965973846153846
4,28,5,6,0,-4.41677058823529
4,28,5,6,1,-1.75132272727273
4,32,1,2,0,2.55060090909091
4,32,1,2,1,-0.910842903225806
4,32,1,4,0,-4.39726875
4,32,1,4,1,-3.90597066666667
4,32,1,6,0,1.323210625
4,32,1,6,1,-2.69371111111111
4,32,2,2,0,3.67885714285714
4,32,2,2,1,-1.92525743902439
4,32,2,4,0,-1.65426625
4,32,2,4,1,-2.00227032258065
4,32,2,6,0,-3.3764719047619
4,32,2,6,1,-0.759472328
4,32,3,2,0,10.2754333333333
4,32,3,2,1,-1.9540605
4,32,3,4,0,-0.986546470588235
4,32,3,4,1,0.657055857142857
4,32,3,6,0,0.1655464
4,32,3,6,1,-3.10934859090909
4,32,4,2,0,-5.97667
4,32,4,2,1,-1.61507365714286
4,32,4,4,0,-0.218898823529412
4,32,4,4,1,-1.73526066666667
4,32,4,6,0,0.0106372499999999
4,32,4,6,1,0.880533846153846
4,32,5,2,0,2.4898
4,32,5,2,1,0.0786445454545454
4,32,5,4,0,0.290366666666667
4,32,5,4,1,0.394690092307692
4,32,5,6,0,-4.86649176470588
4,32,5,6,1,-1.72232272727273
4,36,1,2,0,-0.377245454545455
4,36,1,2,1,-1.08720256774194
4,36,1,4,0,-3.43532125
4,36,1,4,1,-3.13658613333333
4,36,1,6,0,1.61440625
4,36,1,6,1,-2.43489111111111
4,36,2,2,0,2.35525714285714
4,36,2,2,1,-2.02902829268293
4,36,2,4,0,-1.762675
4,36,2,4,1,-1.63969396774194
4,36,2,6,0,-2.53478428571429
4,36,2,6,1,0.022744
4,36,3,2,0,7.7571
4,36,3,2,1,-2.392052975
4,36,3,4,0,-1.00621764705882
4,36,3,4,1,0.571963035714286
4,36,3,6,0,0.2379344
4,36,3,6,1,-3.63035636363636
4,36,4,2,0,-2.99815
4,36,4,2,1,-1.98730662857143
4,36,4,4,0,-0.370606470588235
4,36,4,4,1,-2.00981277777778
4,36,4,6,0,0.139455
4,36,4,6,1,-0.0429953846153845
4,36,5,2,0,2.18144
4,36,5,2,1,-0.147148727272727
4,36,5,4,0,1.46673111111111
4,36,5,4,1,-0.800628461538462
4,36,5,6,0,-4.67797882352941
4,36,5,6,1,-1.49893272727273
4,40,1,2,0,-1.71158181818182
4,40,1,2,1,-1.45277274193548
4,40,1,4,0,-1.816509375
4,40,1,4,1,-3.227232
4,40,1,6,0,2.10423125
4,40,1,6,1,-1.65369296296296
4,40,2,2,0,1.52775714285714
4,40,2,2,1,-2.48989731707317
4,40,2,4,0,-2.06580125
4,40,2,4,1,-1.66066609677419
4,40,2,6,0,-3.26391619047619
4,40,2,6,1,0.0413512000000001
4,40,3,2,0,4.85151
4,40,3,2,1,-2.62236125
4,40,3,4,0,-0.892649470588235
4,40,3,4,1,0.293773214285714
4,40,3,6,0,0.1502904
4,40,3,6,1,-4.11252727272727
4,40,4,2,0,-1.36165
4,40,4,2,1,-2.17198114285714
4,40,4,4,0,-1.13525117647059
4,40,4,4,1,-2.87597388888889
4,40,4,6,0,0.32801
4,40,4,6,1,-0.281884615384615
4,40,5,2,0,1.5269875
4,40,5,2,1,-0.0825230303030303
4,40,5,4,0,2.80943666666667
4,40,5,4,1,-1.56911692307692
4,40,5,6,0,-5.0508
4,40,5,6,1,-2.26410818181818
4,44,1,2,0,-1.11732727272727
4,44,1,2,1,-1.33065451612903
4,44,1,4,0,-2.15341125
4,44,1,4,1,-3.27524143333333
4,44,1,6,0,1.747738125
4,44,1,6,1,-1.61096518518519
4,44,2,2,0,1.62305714285714
4,44,2,2,1,-2.87519682926829
4,44,2,4,0,-1.778990625
4,44,2,4,1,-1.6687064516129
4,44,2,6,0,-4.56317952380952
4,44,2,6,1,-0.4878848
4,44,3,2,0,1.8061
4,44,3,2,1,-2.89202975
4,44,3,4,0,-1.10237994117647
4,44,3,4,1,-1.1978
4,44,3,6,0,-0.407948
4,44,3,6,1,-4.27309554545455
4,44,4,2,0,-1.21115
4,44,4,2,1,-1.93750942857143
4,44,4,4,0,-1.71830823529412
4,44,4,4,1,-3.21448944444444
4,44,4,6,0,0.7337165
4,44,4,6,1,0.0197153846153846
4,44,5,2,0,1.631985
4,44,5,2,1,0.232234515151515
4,44,5,4,0,2.55764
4,44,5,4,1,-1.38414307692308
4,44,5,6,0,-6.30291176470588
4,44,5,6,1,-3.34911954545455
4,48,1,2,0,-0.714481818181818
4,48,1,2,1,-1.28915612903226
4,48,1,4,0,-3.075518
4,48,1,4,1,-2.71599063333333
4,48,1,6,0,1.1576604375
4,48,1,6,1,-2.81541888888889
4,48,2,2,0,1.69467271428571
4,48,2,2,1,-2.71349365853659
4,48,2,4,0,-1.69636875
4,48,2,4,1,-1.25412
4,48,2,6,0,-4.79265523809524
4,48,2,6,1,-0.43519268
4,48,3,2,0,-1.31848
4,48,3,2,1,-2.672032725
4,48,3,4,0,-1.52380438235294
4,48,3,4,1,-2.71079678571429
4,48,3,6,0,-1.0289468
4,48,3,6,1,-4.04097090909091
4,48,4,2,0,0.2594
4,48,4,2,1,-1.7347046
4,48,4,4,0,-1.57440235294118
4,48,4,4,1,-2.97709675555556
4,48,4,6,0,0.558935
4,48,4,6,1,-0.360639230769231
4,48,5,2,0,1.51703125
4,48,5,2,1,0.184746363636364
4,48,5,4,0,2.15071666666667
4,48,5,4,1,-1.21525884615385
4,48,5,6,0,-6.34775294117647
4,48,5,6,1,-3.32622181818182
4,52,1,2,0,-0.916788181818182
4,52,1,2,1,-1.77653387096774
4,52,1,4,0,-2.1580219375
4,52,1,4,1,-2.312743
4,52,1,6,0,1.1073575
4,52,1,6,1,-3.21600666666667
4,52,2,2,0,1.22010285714286
4,52,2,2,1,-2.57493219512195
4,52,2,4,0,-2.4298725
4,52,2,4,1,-1.39323477419355
4,52,2,6,0,-4.84598904761905
4,52,2,6,1,-0.04147
4,52,3,2,0,-3.9112
4,52,3,2,1,-2.400942375
4,52,3,4,0,-1.01439176470588
4,52,3,4,1,-3.10494535714286
4,52,3,6,0,-1.28774612
4,52,3,6,1,-3.9126
4,52,4,2,0,1.95305
4,52,4,2,1,-1.89461485714286
4,52,4,4,0,-1.90698823529412
4,52,4,4,1,-3.30505555555556
4,52,4,6,0,-0.17467635
4,52,4,6,1,-0.895059230769231
4,52,5,2,0,0.708025
4,52,5,2,1,0.113947909090909
4,52,5,4,0,2.73024222222222
4,52,5,4,1,-1.76580723076923
4,52,5,6,0,-5.33054235294118
4,52,5,6,1,-3.31182136363636
4,56,1,2,0,-1.51675636363636
4,56,1,2,1,-1.99306806451613
4,56,1,4,0,-0.464119375
4,56,1,4,1,-1.82780633333333
4,56,1,6,0,0.876564375
4,56,1,6,1,-2.30423555555556
4,56,2,2,0,0.432464285714286
4,56,2,2,1,-2.92054463414634
4,56,2,4,0,-2.50736875
4,56,2,4,1,-2.01916258064516
4,56,2,6,0,-5.27918514285714
4,56,2,6,1,-0.430018
4,56,3,2,0,-5.2796
4,56,3,2,1,-2.941527
4,56,3,4,0,0.0280470588235294
4,56,3,4,1,-3.14756428571429
4,56,3,6,0,-1.1068828
4,56,3,6,1,-3.64143363636364
4,56,4,2,0,2.02585
4,56,4,2,1,-2.37184171428571
4,56,4,4,0,-2.64238
4,56,4,4,1,-4.04828888888889
4,56,4,6,0,-0.7152765
4,56,4,6,1,-0.272553076923077
4,56,5,2,0,0.36835
4,56,5,2,1,0.429023636363636
4,56,5,4,0,3.00222444444444
4,56,5,4,1,-2.314765
4,56,5,6,0,-5.44371058823529
4,56,5,6,1,-4.14938636363636
4,60,1,2,0,-2.42822272727273
4,60,1,2,1,-2.15536290322581
4,60,1,4,0,-0.064170625
4,60,1,4,1,-0.908102333333333
4,60,1,6,0,0.0676362500000001
4,60,1,6,1,-2.06510355555556
4,60,2,2,0,-0.191692657142857
4,60,2,2,1,-3.10030731707317
4,60,2,4,0,-1.872368125
4,60,2,4,1,-1.87704741935484
4,60,2,6,0,-5.31168
4,60,2,6,1,-1.1046664
4,60,3,2,0,-5.80106666666667
4,60,3,2,1,-3.10768475
4,60,3,4,0,0.162961764705882
4,60,3,4,1,-3.36533321428571
4,60,3,6,0,-0.406782
4,60,3,6,1,-2.63065909090909
4,60,4,2,0,2.64525
4,60,4,2,1,-2.70498028571429
4,60,4,4,0,-2.14110764705882
4,60,4,4,1,-4.07823077777778
4,60,4,6,0,-0.94022
4,60,4,6,1,0.652318461538462
4,60,5,2,0,0.114425
4,60,5,2,1,0.292335454545455
4,60,5,4,0,3.121
4,60,5,4,1,-2.69580192307692
4,60,5,6,0,-6.03779176470588
4,60,5,6,1,-4.49236954545455
4,64,1,2,0,-2.07697581818182
4,64,1,2,1,-2.65728903225806
4,64,1,4,0,-0.585151875
4,64,1,4,1,-0.224364333333333
4,64,1,6,0,-0.389434375
4,64,1,6,1,-2.57416074074074
4,64,2,2,0,-0.325242857142857
4,64,2,2,1,-2.82825848780488
4,64,2,4,0,-2.15040125
4,64,2,4,1,-1.3346964516129
4,64,2,6,0,-5.42238571428571
4,64,2,6,1,-1.07768748
4,64,3,2,0,-7.4859
4,64,3,2,1,-1.86884775
4,64,3,4,0,0.0293170588235294
4,64,3,4,1,-3.4485825
4,64,3,6,0,0.4595448
4,64,3,6,1,-1.78916818181818
4,64,4,2,0,4.8078
4,64,4,2,1,-2.58641374285714
4,64,4,4,0,-1.09578411764706
4,64,4,4,1,-3.34200888888889
4,64,4,6,0,-1.0094955
4,64,4,6,1,0.261
4,64,5,2,0,-0.9585975
4,64,5,2,1,-0.306748181818182
4,64,5,4,0,3.286
4,64,5,4,1,-3.03184165384615
4,64,5,6,0,-5.65408164705882
4,64,5,6,1,-4.156305
4,68,1,2,0,-0.557276090909091
4,68,1,2,1,-2.2716764516129
4,68,1,4,0,-0.74021625
4,68,1,4,1,0.183963333333333
4,68,1,6,0,-0.206378125
4,68,1,6,1,-2.58134555555556
4,68,2,2,0,0.286261428571429
4,68,2,2,1,-2.78693195121951
4,68,2,4,0,-2.75305
4,68,2,4,1,-1.5114
4,68,2,6,0,-5.97655238095238
4,68,2,6,1,-0.8913776
4,68,3,2,0,-10.7351
4,68,3,2,1,-0.6178288775
4,68,3,4,0,0.655929823529412
4,68,3,4,1,-3.70159642857143
4,68,3,6,0,0.4427864
4,68,3,6,1,-1.87051363636364
4,68,4,2,0,5.5472
4,68,4,2,1,-2.5177525
4,68,4,4,0,-1.58875176470588
4,68,4,4,1,-2.51235055555556
4,68,4,6,0,-1.241838
4,68,4,6,1,-0.331194615384616
4,68,5,2,0,-0.94303625
4,68,5,2,1,-0.608475757575758
4,68,5,4,0,2.88529777777778
4,68,5,4,1,-3.08118769230769
4,68,5,6,0,-5.32945882352941
4,68,5,6,1,-4.49231
4,72,1,2,0,-0.689833636363636
4,72,1,2,1,-1.22550870967742
4,72,1,4,0,-0.566486875
4,72,1,4,1,0.496202433333333
4,72,1,6,0,-0.591731875
4,72,1,6,1,-2.82313222222222
4,72,2,2,0,1.37477142857143
4,72,2,2,1,-3.17863243902439
4,72,2,4,0,-2.21226875
4,72,2,4,1,-2.03665806451613
4,72,2,6,0,-6.04435
4,72,2,6,1,-1.017934
4,72,3,2,0,-13.0250333333333
4,72,3,2,1,-0.658562525
4,72,3,4,0,1.00578529411765
4,72,3,4,1,-3.85388571428571
4,72,3,6,0,-0.311102
4,72,3,6,1,-1.81499272727273
4,72,4,2,0,5.42135
4,72,4,2,1,-2.81097228571429
4,72,4,4,0,-2.76461764705882
4,72,4,4,1,-1.73159555555556
4,72,4,6,0,-1.98290175
4,72,4,6,1,0.552903076923077
4,72,5,2,0,0.48590625
4,72,5,2,1,-0.822512727272727
4,72,5,4,0,2.80686555555556
4,72,5,4,1,-2.84888592307692
4,72,5,6,0,-6.00098117647059
4,72,5,6,1,-5.03835818181818
4,76,1,2,0,-2.13139636363636
4,76,1,2,1,-1.40934838709677
4,76,1,4,0,-0.7265675
4,76,1,4,1,0.263569666666667
4,76,1,6,0,-2.07100375
4,76,1,6,1,-3.53693851851852
4,76,2,2,0,2.19883857142857
4,76,2,2,1,-3.37217243902439
4,76,2,4,0,-1.53886
4,76,2,4,1,-2.31923064516129
4,76,2,6,0,-5.40147857142857
4,76,2,6,1,-1.0149572
4,76,3,2,0,-13.0502
4,76,3,2,1,-1.375721375
4,76,3,4,0,0.380651176470588
4,76,3,4,1,-3.37007917857143
4,76,3,6,0,-0.606332
4,76,3,6,1,-1.06498272727273
4,76,4,2,0,7.4461
4,76,4,2,1,-3.04413285714286
4,76,4,4,0,-2.75029411764706
4,76,4,4,1,-1.37686555555556
4,76,4,6,0,-2.72023505
4,76,4,6,1,1.98412538461538
4,76,5,2,0,0.9762
4,76,5,2,1,-1.60299272727273
4,76,5,4,0,3.35915888888889
4,76,5,4,1,-2.70548846153846
4,76,5,6,0,-6.89313529411765
4,76,5,6,1,-4.93775454545455
4,80,1,2,0,-1.67215727272727
4,80,1,2,1,-2.12361870967742
4,80,1,4,0,-1.20435125
4,80,1,4,1,-0.0569025666666668
4,80,1,6,0,-2.990040625
4,80,1,6,1,-3.06061333333333
4,80,2,2,0,2.11838571428571
4,80,2,2,1,-2.89180268292683
4,80,2,4,0,-1.341799375
4,80,2,4,1,-2.51086438709677
4,80,2,6,0,-4.57570333333333
4,80,2,6,1,-0.89818456
4,80,3,2,0,-12.3236333333333
4,80,3,2,1,-1.7799395
4,80,3,4,0,0.222857058823529
4,80,3,4,1,-3.20262285714286
4,80,3,6,0,-0.74785044
4,80,3,6,1,-0.400888181818182
4,80,4,2,0,9.78645
4,80,4,2,1,-3.13597057142857
4,80,4,4,0,-2.19430058823529
4,80,4,4,1,-1.56127611111111
4,80,4,6,0,-2.811274
4,80,4,6,1,2.29786153846154
4,80,5,2,0,0.235025
4,80,5,2,1,-2.49399436363636
4,80,5,4,0,2.98897
4,80,5,4,1,-2.39954538461538
4,80,5,6,0,-7.38850176470588
4,80,5,6,1,-4.61093818181818
4,84,1,2,0,-0.0567709090909091
4,84,1,2,1,-1.55775064516129
4,84,1,4,0,-1.652108125
4,84,1,4,1,0.157550333333333
4,84,1,6,0,-2.397849375
4,84,1,6,1,-1.86133666666667
4,84,2,2,0,1.72338
4,84,2,2,1,-1.98537219512195
4,84,2,4,0,-0.49771
4,84,2,4,1,-2.78108806451613
4,84,2,6,0,-3.51133333333333
4,84,2,6,1,-0.620928
4,84,3,2,0,-12.0420333333333
4,84,3,2,1,-1.452545
4,84,3,4,0,1.17679941176471
4,84,3,4,1,-3.83622607142857
4,84,3,6,0,-1.5491032
4,84,3,6,1,0.159435909090909
4,84,4,2,0,9.86875
4,84,4,2,1,-3.25127228571429
4,84,4,4,0,-2.12225529411765
4,84,4,4,1,-1.74890555555556
4,84,4,6,0,-2.761603
4,84,4,6,1,2.09502538461538
4,84,5,2,0,0.23592125
4,84,5,2,1,-3.11990909090909
4,84,5,4,0,2.17589
4,84,5,4,1,-1.48393076923077
4,84,5,6,0,-7.13737835294118
4,84,5,6,1,-4.299339
4,88,1,2,0,-0.283167272727273
4,88,1,2,1,-0.458051419354839
4,88,1,4,0,-2.157354375
4,88,1,4,1,0.000832666666666644
4,88,1,6,0,-2.06960625
4,88,1,6,1,-2.1396437037037
4,88,2,2,0,1.91053
4,88,2,2,1,-1.54024804878049
4,88,2,4,0,0.4053469375
4,88,2,4,1,-3.09715161290323
4,88,2,6,0,-2.79292047619048
4,88,2,6,1,0.2158516
4,88,3,2,0,-12.1729333333333
4,88,3,2,1,-0.72904105
4,88,3,4,0,1.81267058823529
4,88,3,4,1,-3.88078578571429
4,88,3,6,0,-2.2201224
4,88,3,6,1,0.720665
4,88,4,2,0,9.3845
4,88,4,2,1,-3.03641051428571
4,88,4,4,0,-2.06984529411765
4,88,4,4,1,-1.75805777777778
4,88,4,6,0,-2.9529135
4,88,4,6,1,2.64564
4,88,5,2,0,0.815985
4,88,5,2,1,-3.48630657575758
4,88,5,4,0,2.45587111111111
4,88,5,4,1,-0.504446538461538
4,88,5,6,0,-6.27519705882353
4,88,5,6,1,-3.54764090909091
4,92,1,2,0,-1.25460363636364
4,92,1,2,1,-0.0280387096774193
4,92,1,4,0,-3.105799375
4,92,1,4,1,-0.606653666666667
4,92,1,6,0,-3.125578125
4,92,1,6,1,-3.08287148148148
4,92,2,2,0,2.13857857142857
4,92,2,2,1,-1.9418112195122
4,92,2,4,0,0.380449375
4,92,2,4,1,-3.22385
4,92,2,6,0,-2.99929171428571
4,92,2,6,1,0.77810716
4,92,3,2,0,-12.4544
4,92,3,2,1,-0.48641788
4,92,3,4,0,1.33689588235294
4,92,3,4,1,-3.14137742857143
4,92,3,6,0,-2.15556872
4,92,3,6,1,0.601682181818182
4,92,4,2,0,8.78165
4,92,4,2,1,-2.57269457142857
4,92,4,4,0,-2.06618470588235
4,92,4,4,1,-1.89672222222222
4,92,4,6,0,-2.584907
4,92,4,6,1,3.23183230769231
4,92,5,2,0,1.2190825
4,92,5,2,1,-3.46198212121212
4,92,5,4,0,2.46619666666667
4,92,5,4,1,-0.53677
4,92,5,6,0,-5.96693529411765
4,92,5,6,1,-2.74052727272727
4,96,1,2,0,-0.674780909090909
4,96,1,2,1,-0.149739677419355
4,96,1,4,0,-4.13793
4,96,1,4,1,-0.473098333333333
4,96,1,6,0,-4.034389375
4,96,1,6,1,-2.66681237037037
4,96,2,2,0,1.53943857142857
4,96,2,2,1,-2.40771504878049
4,96,2,4,0,0.545654375
4,96,2,4,1,-2.83147580645161
4,96,2,6,0,-3.14246761904762
4,96,2,6,1,0.25603312
4,96,3,2,0,-10.8414333333333
4,96,3,2,1,-1.08983675
4,96,3,4,0,0.66628
4,96,3,4,1,-2.78066892857143
4,96,3,6,0,-2.10748
4,96,3,6,1,0.101440863636364
4,96,4,2,0,6.7264
4,96,4,2,1,-2.49587342857143
4,96,4,4,0,-2.49513529411765
4,96,4,4,1,-1.72919
4,96,4,6,0,-1.689147
4,96,4,6,1,2.6157
4,96,5,2,0,1.35394125
4,96,5,2,1,-3.25008348484848
4,96,5,4,0,1.95723333333333
4,96,5,4,1,-1.18056846153846
4,96,5,6,0,-6.41337647058824
4,96,5,6,1,-2.02993772727273
4,100,1,2,0,0.237481818181818
4,100,1,2,1,-0.624996774193548
4,100,1,4,0,-4.63679625
4,100,1,4,1,-0.524979666666667
4,100,1,6,0,-3.78987375
4,100,1,6,1,-1.86750451851852
4,100,2,2,0,0.921685714285715
4,100,2,2,1,-2.33878268292683
4,100,2,4,0,1.324564375
4,100,2,4,1,-2.50789116129032
4,100,2,6,0,-3.00599095238095
4,100,2,6,1,-0.2358544
4,100,3,2,0,-6.6631
4,100,3,2,1,-2.025388
4,100,3,4,0,0.59423
4,100,3,4,1,-2.76770996428571
4,100,3,6,0,-2.0684288
4,100,3,6,1,-0.0399100000000001
4,100,4,2,0,5.59485
4,100,4,2,1,-2.67130771428571
4,100,4,4,0,-2.85841058823529
4,100,4,4,1,-1.42559722222222
4,100,4,6,0,-1.187045
4,100,4,6,1,1.73366153846154
4,100,5,2,0,0.84655
4,100,5,2,1,-3.36661333333333
4,100,5,4,0,2.67057888888889
4,100,5,4,1,-1.41623076923077
4,100,5,6,0,-6.22147952941176
4,100,5,6,1,-1.50846909090909
4,104,1,2,0,-0.0359981818181818
4,104,1,2,1,-0.861462580645161
4,104,1,4,0,-5.0785525
4,104,1,4,1,-2.020702
4,104,1,6,0,-3.361708125
4,104,1,6,1,-2.26225148148148
4,104,2,2,0,1.06728571428571
4,104,2,2,1,-2.19130951219512
4,104,2,4,0,1.419305625
4,104,2,4,1,-2.80965161290323
4,104,2,6,0,-3.78600680952381
4,104,2,6,1,-0.07775276
4,104,3,2,0,-3.17418666666667
4,104,3,2,1,-2.7395613
4,104,3,4,0,0.728259411764706
4,104,3,4,1,-2.75724964285714
4,104,3,6,0,-1.5687556
4,104,3,6,1,-0.555721818181818
4,104,4,2,0,6.50055
4,104,4,2,1,-2.49003471428571
4,104,4,4,0,-2.98462352941176
4,104,4,4,1,-2.04063555555556
4,104,4,6,0,-1.21744185
4,104,4,6,1,1.66448076923077
4,104,5,2,0,0.0302350000000002
4,104,5,2,1,-3.43440178787879
4,104,5,4,0,3.55229222222222
4,104,5,4,1,-1.35526961538462
4,104,5,6,0,-5.54305223529412
4,104,5,6,1,-1.67591454545455
