"","subj","meank"
"1",4,1.0149958966199
"2",5,1.19968641153498
"3",6,0.603786514240176
"4",7,0.411755757348811
"5",8,2.43820224824393
"6",9,0.894660978129867
"7",10,1.87310256659502
"8",11,1.43091097440585
"9",13,1.11328440700435
"10",14,1.08580636374803
"11",15,2.40267331000867
"12",16,2.5023709938753
"13",17,0.684412801914644
"14",18,1.51085245450571
"15",19,2.23502230363701
